Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
PEP,PEPSICO INC,Consumer Staples,Equity,"627,727,710.24",0.61,"627,727,710.24","3,857,717.00",162.72,United States,NASDAQ,USD,1,--
INTU,INTUIT INC,Information Technology,Equity,"616,976,114.93",0.6,"616,976,114.93","969,829.00",636.17,United States,NASDAQ,USD,1,--
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,"593,516,980.80",0.58,"593,516,980.80","113,632.00","5,223.15",United States,NASDAQ,USD,1,--
QCOM,QUALCOMM INC,Information Technology,Equity,"581,883,228.40",0.56,"581,883,228.40","3,720,481.00",156.4,United States,NASDAQ,USD,1,--
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,"514,129,024.24",0.5,"514,129,024.24","3,773,701.00",136.24,United States,NASDAQ,USD,1,--
UBER,UBER TECHNOLOGIES INC,Industrials,Equity,"511,102,808.68",0.5,"511,102,808.68","7,136,314.00",71.62,United States,New York Stock Exchange Inc.,USD,1,--
KO,COCA-COLA,Consumer Staples,Equity,"509,055,889.02",0.49,"509,055,889.02","7,900,914.00",64.43,United States,New York Stock Exchange Inc.,USD,1,--
ABBV,ABBVIE INC,Health Care,Equity,"497,705,909.28",0.48,"497,705,909.28","2,718,516.00",183.08,United States,New York Stock Exchange Inc.,USD,1,--
BX,BLACKSTONE INC,Financials,Equity,"473,745,740.52",0.46,"473,745,740.52","2,506,326.00",189.02,United States,New York Stock Exchange Inc.,USD,1,--
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Equity,"471,826,127.45",0.46,"471,826,127.45","7,143,469.00",66.05,United States,NASDAQ,USD,1,--
PGR,PROGRESSIVE CORP,Financials,Equity,"467,071,448.14",0.45,"467,071,448.14","1,750,249.00",266.86,United States,New York Stock Exchange Inc.,USD,1,--
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,"465,247,042.52",0.45,"465,247,042.52","2,715,661.00",171.32,United States,NASDAQ,USD,1,--
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,"420,380,856.56",0.41,"420,380,856.56","1,093,688.00",384.37,United States,NASDAQ,USD,1,--
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"415,825,344.36",0.4,"415,825,344.36","1,354,833.00",306.92,United States,NASDAQ,USD,1,--
AMGN,AMGEN INC,Health Care,Equity,"415,576,548.17",0.4,"415,576,548.17","1,483,831.00",280.07,United States,NASDAQ,USD,1,--
ANET,ARISTA NETWORKS INC,Information Technology,Equity,"368,007,650.78",0.36,"368,007,650.78","914,782.00",402.29,United States,New York Stock Exchange Inc.,USD,1,--
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"347,024,004.60",0.34,"347,024,004.60","1,658,022.00",209.3,United States,New York Stock Exchange Inc.,USD,1,--
PG,PROCTER & GAMBLE,Consumer Staples,Equity,"335,220,611.52",0.32,"335,220,611.52","1,868,982.00",179.36,United States,New York Stock Exchange Inc.,USD,1,--
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"332,958,240.28",0.32,"332,958,240.28","4,652,204.00",71.57,United States,NASDAQ,USD,1,--
WM,WASTE MANAGEMENT INC,Industrials,Equity,"325,334,807.64",0.32,"325,334,807.64","1,424,034.00",228.46,United States,New York Stock Exchange Inc.,USD,1,--
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"317,000,503.50",0.31,"317,000,503.50","3,122,850.00",101.51,United States,NASDAQ,USD,1,--
APP,APPLOVIN CORP CLASS A,Information Technology,Equity,"305,745,122.16",0.3,"305,745,122.16","930,561.00",328.56,United States,NASDAQ,USD,1,--
KLAC,KLA CORP,Information Technology,Equity,"302,391,122.54",0.29,"302,391,122.54","478,361.00",632.14,United States,NASDAQ,USD,1,--
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"301,014,664.15",0.29,"301,014,664.15","4,851,163.00",62.05,United States,New York Stock Exchange Inc.,USD,1,--
TJX,TJX INC,Consumer Discretionary,Equity,"300,551,429.88",0.29,"300,551,429.88","2,378,533.00",126.36,United States,New York Stock Exchange Inc.,USD,1,--
SHW,SHERWIN WILLIAMS,Materials,Equity,"298,925,423.16",0.29,"298,925,423.16","758,771.00",393.96,United States,New York Stock Exchange Inc.,USD,1,--
SNPS,SYNOPSYS INC,Information Technology,Equity,"295,993,766.34",0.29,"295,993,766.34","540,391.00",547.74,United States,NASDAQ,USD,1,--
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,"294,916,529.40",0.29,"294,916,529.40","967,955.00",304.68,United States,NASDAQ,USD,1,--
MCO,MOODYS CORP,Financials,Equity,"281,098,363.92",0.27,"281,098,363.92","561,209.00",500.88,United States,New York Stock Exchange Inc.,USD,1,--
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,Equity,"279,991,044.39",0.27,"279,991,044.39","805,521.00",347.59,United States,NASDAQ,USD,1,--
CTAS,CINTAS CORP,Industrials,Equity,"261,065,748.60",0.25,"261,065,748.60","1,165,212.00",224.05,United States,NASDAQ,USD,1,--
UNP,UNION PACIFIC CORP,Industrials,Equity,"254,518,086.25",0.25,"254,518,086.25","1,037,875.00",245.23,United States,New York Stock Exchange Inc.,USD,1,--
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Equity,"248,012,073.08",0.24,"248,012,073.08","521,867.00",475.24,Sweden,New York Stock Exchange Inc.,USD,1,--
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,"240,928,110.15",0.23,"240,928,110.15","1,385,839.00",173.85,United States,New York Stock Exchange Inc.,USD,1,--
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"236,836,548.72",0.23,"236,836,548.72","1,340,028.00",176.74,United States,New York Stock Exchange Inc.,USD,1,--
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,"235,550,805.48",0.23,"235,550,805.48","189,348.00","1,244.01",United States,NASDAQ,USD,1,"Jan 01, 1970"
AXP,AMERICAN EXPRESS,Financials,Equity,"227,386,409.75",0.22,"227,386,409.75","747,367.00",304.25,United States,New York Stock Exchange Inc.,USD,1,--
ADSK,AUTODESK INC,Information Technology,Equity,"222,331,171.44",0.22,"222,331,171.44","764,971.00",290.64,United States,NASDAQ,USD,1,--
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,"214,635,450.40",0.21,"214,635,450.40","1,552,180.00",138.28,United States,NASDAQ,USD,1,--
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"213,309,227.84",0.21,"213,309,227.84","459,164.00",464.56,United States,NASDAQ,USD,1,--
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"206,828,959.30",0.2,"206,828,959.30","2,640,145.00",78.34,United States,New York Stock Exchange Inc.,USD,1,--
TTD,TRADE DESK CLASS A,Communication,Equity,"201,086,572.50",0.19,"201,086,572.50","1,569,150.00",128.15,United States,NASDAQ,USD,1,--
SNOW,SNOWFLAKE INC CLASS A,Information Technology,Equity,"194,890,010.40",0.19,"194,890,010.40","1,121,992.00",173.7,United States,New York Stock Exchange Inc.,USD,1,--
DASH,DOORDASH INC CLASS A,Consumer Discretionary,Equity,"191,808,546.36",0.19,"191,808,546.36","1,074,919.00",178.44,United States,NASDAQ,USD,1,--
ECL,ECOLAB INC,Materials,Equity,"190,618,030.40",0.18,"190,618,030.40","769,552.00",247.7,United States,New York Stock Exchange Inc.,USD,1,--
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,"190,430,860.20",0.18,"190,430,860.20","751,503.00",253.4,United States,NASDAQ,USD,1,--
VST,VISTRA CORP,Utilities,Equity,"188,928,050.04",0.18,"188,928,050.04","1,222,677.00",154.52,United States,New York Stock Exchange Inc.,USD,1,--
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"185,517,881.53",0.18,"185,517,881.53","324,383.00",571.91,United States,New York Stock Exchange Inc.,USD,1,--
CPRT,COPART INC,Industrials,Equity,"183,281,667.21",0.18,"183,281,667.21","2,885,871.00",63.51,United States,NASDAQ,USD,1,--
COIN,COINBASE GLOBAL INC CLASS A,Financials,Equity,"182,864,636.46",0.18,"182,864,636.46","588,027.00",310.98,United States,NASDAQ,USD,1,--
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,"182,373,073.47",0.18,"182,373,073.47","301,229.00",605.43,United States,New York Stock Exchange Inc.,USD,1,--
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,"177,876,941.20",0.17,"177,876,941.20","2,445,380.00",72.74,United States,New York Stock Exchange Inc.,USD,1,--
AZO,AUTOZONE INC,Consumer Discretionary,Equity,"176,281,735.90",0.17,"176,281,735.90","55,259.00","3,190.10",United States,New York Stock Exchange Inc.,USD,1,--
FTNT,FORTINET INC,Information Technology,Equity,"171,952,308.78",0.17,"171,952,308.78","1,828,113.00",94.06,United States,NASDAQ,USD,1,--
FICO,FAIR ISAAC CORP,Information Technology,Equity,"167,642,464.00",0.16,"167,642,464.00","71,216.00","2,354.00",United States,New York Stock Exchange Inc.,USD,1,--
AXON,AXON ENTERPRISE INC,Industrials,Equity,"162,089,414.00",0.16,"162,089,414.00","255,275.00",634.96,United States,NASDAQ,USD,1,--
GWW,WW GRAINGER INC,Industrials,Equity,"161,834,989.22",0.16,"161,834,989.22","134,206.00","1,205.87",United States,New York Stock Exchange Inc.,USD,1,--
DDOG,DATADOG INC CLASS A,Information Technology,Equity,"161,502,632.12",0.16,"161,502,632.12","1,062,797.00",151.96,United States,NASDAQ,USD,1,--
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,"161,254,928.56",0.16,"161,254,928.56","1,270,324.00",126.94,United States,New York Stock Exchange Inc.,USD,1,--
TRGP,TARGA RESOURCES CORP,Energy,Equity,"157,024,185.78",0.15,"157,024,185.78","779,702.00",201.39,United States,New York Stock Exchange Inc.,USD,1,--
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"156,522,233.87",0.15,"156,522,233.87","698,417.00",224.11,United States,NASDAQ,USD,1,--
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"155,217,323.25",0.15,"155,217,323.25","155,217,323.00",1,United States,--,USD,1,--
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"153,584,438.72",0.15,"153,584,438.72","1,587,272.00",96.76,United States,New York Stock Exchange Inc.,USD,1,--
NU,NU HOLDINGS LTD CLASS A,Financials,Equity,"152,854,863.81",0.15,"152,854,863.81","11,297,477.00",13.53,Brazil,New York Stock Exchange Inc.,USD,1,--
GE,GE AEROSPACE,Industrials,Equity,"150,112,552.80",0.15,"150,112,552.80","831,188.00",180.6,United States,New York Stock Exchange Inc.,USD,1,--
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"148,897,723.52",0.14,"148,897,723.52","505,492.00",294.56,United States,NASDAQ,USD,1,--
SYK,STRYKER CORP,Health Care,Equity,"148,116,940.98",0.14,"148,116,940.98","381,607.00",388.14,United States,New York Stock Exchange Inc.,USD,1,--
COR,CENCORA INC,Health Care,Equity,"147,179,770.50",0.14,"147,179,770.50","589,450.00",249.69,United States,New York Stock Exchange Inc.,USD,1,--
TEAM,ATLASSIAN CORP CLASS A,Information Technology,Equity,"146,462,391.02",0.14,"146,462,391.02","558,037.00",262.46,United States,NASDAQ,USD,1,--
FAST,FASTENAL,Industrials,Equity,"143,336,716.71",0.14,"143,336,716.71","1,712,301.00",83.71,United States,NASDAQ,USD,1,--
FI,FISERV INC,Financials,Equity,"142,986,879.18",0.14,"142,986,879.18","648,202.00",220.59,United States,New York Stock Exchange Inc.,USD,1,--
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"139,671,623.50",0.14,"139,671,623.50","278,975.00",500.66,United States,New York Stock Exchange Inc.,USD,1,--
IT,GARTNER INC,Information Technology,Equity,"138,899,217.30",0.13,"138,899,217.30","267,510.00",519.23,United States,New York Stock Exchange Inc.,USD,1,--
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"136,817,505.44",0.13,"136,817,505.44","428,197.00",319.52,United States,NASDAQ,USD,1,--
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,"135,054,884.58",0.13,"135,054,884.58","221,991.00",608.38,United States,New York Stock Exchange Inc.,USD,1,--
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"127,545,372.75",0.12,"127,545,372.75","242,597.00",525.75,United States,New York Stock Exchange Inc.,USD,1,--
HUBS,HUBSPOT INC,Information Technology,Equity,"125,583,163.80",0.12,"125,583,163.80","173,755.00",722.76,United States,New York Stock Exchange Inc.,USD,1,--
MCK,MCKESSON CORP,Health Care,Equity,"124,368,375.38",0.12,"124,368,375.38","198,551.00",626.38,United States,New York Stock Exchange Inc.,USD,1,--
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"123,415,832.96",0.12,"123,415,832.96","292,621.00",421.76,United States,NASDAQ,USD,1,--
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"118,653,077.04",0.12,"118,653,077.04","523,254.00",226.76,United States,New York Stock Exchange Inc.,USD,1,--
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"114,236,677.32",0.11,"114,236,677.32","274,548.00",416.09,United States,New York Stock Exchange Inc.,USD,1,--
ARES,ARES MANAGEMENT CORP CLASS A,Financials,Equity,"113,450,047.56",0.11,"113,450,047.56","649,102.00",174.78,United States,New York Stock Exchange Inc.,USD,1,--
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,"112,226,474.26",0.11,"112,226,474.26","448,153.00",250.42,United States,New York Stock Exchange Inc.,USD,1,--
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"112,013,325.90",0.11,"112,013,325.90","2,031,435.00",55.14,United States,NASDAQ,USD,1,--
DXCM,DEXCOM INC,Health Care,Equity,"110,876,929.90",0.11,"110,876,929.90","1,419,679.00",78.1,United States,NASDAQ,USD,1,--
KKR,KKR AND CO INC,Financials,Equity,"110,394,615.11",0.11,"110,394,615.11","689,837.00",160.03,United States,New York Stock Exchange Inc.,USD,1,--
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,"109,011,737.45",0.11,"109,011,737.45","66,605.00","1,636.69",United States,New York Stock Exchange Inc.,USD,1,--
ITW,ILLINOIS TOOL INC,Industrials,Equity,"108,755,619.40",0.11,"108,755,619.40","393,985.00",276.04,United States,New York Stock Exchange Inc.,USD,1,--
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"108,140,118.80",0.1,"108,140,118.80","383,530.00",281.96,United States,NASDAQ,USD,1,--
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,"105,655,748.72",0.1,"105,655,748.72","1,063,256.00",99.37,United States,New York Stock Exchange Inc.,USD,1,--
CPNG,COUPANG INC CLASS A,Consumer Discretionary,Equity,"104,882,250.78",0.1,"104,882,250.78","4,117,874.00",25.47,United States,New York Stock Exchange Inc.,USD,1,--
DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,Equity,"103,266,610.84",0.1,"103,266,610.84","538,492.00",191.77,United States,New York Stock Exchange Inc.,USD,1,--
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,"101,176,287.60",0.1,"101,176,287.60","398,740.00",253.74,United States,NASDAQ,USD,1,--
CAT,CATERPILLAR INC,Industrials,Equity,"99,707,440.80",0.1,"99,707,440.80","246,984.00",403.7,United States,New York Stock Exchange Inc.,USD,1,--
GDDY,GODADDY INC CLASS A,Information Technology,Equity,"99,451,676.70",0.1,"99,451,676.70","502,662.00",197.85,United States,New York Stock Exchange Inc.,USD,1,--
MSCI,MSCI INC,Financials,Equity,"95,700,437.28",0.09,"95,700,437.28","158,193.00",604.96,United States,New York Stock Exchange Inc.,USD,1,--
HES,HESS CORP,Energy,Equity,"94,320,597.36",0.09,"94,320,597.36","642,686.00",146.76,United States,New York Stock Exchange Inc.,USD,1,--
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"93,394,248.96",0.09,"93,394,248.96","166,704.00",560.24,United States,NASDAQ,USD,1,--
LNG,CHENIERE ENERGY INC,Energy,Equity,"92,535,528.43",0.09,"92,535,528.43","417,259.00",221.77,United States,New York Stock Exchange Inc.,USD,1,--
CPAY,CORPAY INC,Financials,Equity,"92,282,460.86",0.09,"92,282,460.86","242,453.00",380.62,United States,New York Stock Exchange Inc.,USD,1,--
RBLX,ROBLOX CORP CLASS A,Communication,Equity,"89,685,591.37",0.09,"89,685,591.37","1,816,601.00",49.37,United States,New York Stock Exchange Inc.,USD,1,--
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,Equity,"89,624,986.20",0.09,"89,624,986.20","380,089.00",235.8,United States,New York Stock Exchange Inc.,USD,1,--
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"85,907,998.56",0.08,"85,907,998.56","263,748.00",325.72,United States,NASDAQ,USD,1,--
SYY,SYSCO CORP,Consumer Staples,Equity,"84,301,203.00",0.08,"84,301,203.00","1,099,820.00",76.65,United States,New York Stock Exchange Inc.,USD,1,--
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,"82,922,011.32",0.08,"82,922,011.32","448,421.00",184.92,United States,NASDAQ,USD,1,--
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"82,501,614.60",0.08,"82,501,614.60","359,265.00",229.64,United States,NASDAQ,USD,1,--
MDB,MONGODB INC CLASS A,Information Technology,Equity,"81,461,616.00",0.08,"81,461,616.00","250,960.00",324.6,United States,NASDAQ,USD,1,--
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"80,792,146.88",0.08,"80,792,146.88","128,152.00",630.44,United States,New York Stock Exchange Inc.,USD,1,--
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"78,263,471.65",0.08,"78,263,471.65","560,105.00",139.73,United States,New York Stock Exchange Inc.,USD,1,--
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,"78,033,877.64",0.08,"78,033,877.64","391,756.00",199.19,United States,NASDAQ,USD,1,--
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,"75,255,120.64",0.07,"75,255,120.64","114,016.00",660.04,United States,New York Stock Exchange Inc.,USD,1,--
SQ,BLOCK INC CLASS A,Financials,Equity,"74,148,256.98",0.07,"74,148,256.98","835,191.00",88.78,United States,New York Stock Exchange Inc.,USD,1,--
CLX,CLOROX,Consumer Staples,Equity,"73,572,242.55",0.07,"73,572,242.55","440,157.00",167.15,United States,New York Stock Exchange Inc.,USD,1,--
IRM,IRON MOUNTAIN INC,Real Estate,Equity,"73,297,003.12",0.07,"73,297,003.12","589,963.00",124.24,United States,New York Stock Exchange Inc.,USD,1,--
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"70,538,059.56",0.07,"70,538,059.56","291,938.00",241.62,United States,New York Stock Exchange Inc.,USD,1,--
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Equity,"69,264,702.52",0.07,"69,264,702.52","1,609,684.00",43.03,United States,NASDAQ,USD,1,--
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"68,443,108.80",0.07,"68,443,108.80","491,689.00",139.2,United States,New York Stock Exchange Inc.,USD,1,--
TOST,TOAST INC CLASS A,Financials,Equity,"68,001,461.66",0.07,"68,001,461.66","1,574,837.00",43.18,United States,New York Stock Exchange Inc.,USD,1,--
NTRA,NATERA INC,Health Care,Equity,"67,667,038.80",0.07,"67,667,038.80","401,704.00",168.45,United States,NASDAQ,USD,1,--
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Industrials,Equity,"67,092,875.50",0.07,"67,092,875.50","455,330.00",147.35,United States,New York Stock Exchange Inc.,USD,1,--
ZS,ZSCALER INC,Information Technology,Equity,"66,525,711.84",0.06,"66,525,711.84","324,579.00",204.96,United States,NASDAQ,USD,1,--
PODD,INSULET CORP,Health Care,Equity,"66,143,309.84",0.06,"66,143,309.84","247,802.00",266.92,United States,NASDAQ,USD,1,--
BURL,BURLINGTON STORES INC,Consumer Discretionary,Equity,"64,846,108.44",0.06,"64,846,108.44","224,879.00",288.36,United States,New York Stock Exchange Inc.,USD,1,--
PINS,PINTEREST INC CLASS A,Communication,Equity,"64,824,614.80",0.06,"64,824,614.80","2,138,015.00",30.32,United States,New York Stock Exchange Inc.,USD,1,--
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"64,596,220.74",0.06,"64,596,220.74","1,256,247.00",51.42,United States,New York Stock Exchange Inc.,USD,1,--
CAH,CARDINAL HEALTH INC,Health Care,Equity,"62,946,469.52",0.06,"62,946,469.52","513,304.00",122.63,United States,New York Stock Exchange Inc.,USD,1,--
MANH,MANHATTAN ASSOCIATES INC,Information Technology,Equity,"62,484,959.04",0.06,"62,484,959.04","217,203.00",287.68,United States,NASDAQ,USD,1,--
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,"61,767,002.43",0.06,"61,767,002.43","1,761,249.00",35.07,United States,NASDAQ,USD,1,--
BA,BOEING,Industrials,Equity,"61,046,715.60",0.06,"61,046,715.60","400,569.00",152.4,United States,New York Stock Exchange Inc.,USD,1,--
XPO,XPO INC,Industrials,Equity,"60,947,709.06",0.06,"60,947,709.06","405,723.00",150.22,United States,New York Stock Exchange Inc.,USD,1,--
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,"60,740,246.45",0.06,"60,740,246.45","124,813.00",486.65,United States,New York Stock Exchange Inc.,USD,1,--
HEIA,HEICO CORP CLASS A,Industrials,Equity,"60,607,029.96",0.06,"60,607,029.96","288,111.00",210.36,United States,New York Stock Exchange Inc.,USD,1,--
PAYX,PAYCHEX INC,Industrials,Equity,"59,700,301.20",0.06,"59,700,301.20","409,720.00",145.71,United States,NASDAQ,USD,1,--
DT,DYNATRACE INC,Information Technology,Equity,"58,135,168.56",0.06,"58,135,168.56","1,048,236.00",55.46,United States,New York Stock Exchange Inc.,USD,1,--
DOCU,DOCUSIGN INC,Information Technology,Equity,"57,998,590.90",0.06,"57,998,590.90","721,555.00",80.38,United States,NASDAQ,USD,1,--
ENTG,ENTEGRIS INC,Information Technology,Equity,"56,232,424.96",0.05,"56,232,424.96","535,751.00",104.96,United States,NASDAQ,USD,1,--
MMC,MARSH & MCLENNAN INC,Financials,Equity,"55,910,893.36",0.05,"55,910,893.36","239,714.00",233.24,United States,New York Stock Exchange Inc.,USD,1,--
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"55,139,610.25",0.05,"55,139,610.25","146,941.00",375.25,United States,NASDAQ,USD,1,--
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,"55,026,934.96",0.05,"55,026,934.96","1,144,487.00",48.08,United States,New York Stock Exchange Inc.,USD,1,--
TER,TERADYNE INC,Information Technology,Equity,"54,675,813.24",0.05,"54,675,813.24","505,836.00",108.09,United States,NASDAQ,USD,1,--
PWR,QUANTA SERVICES INC,Industrials,Equity,"54,295,744.16",0.05,"54,295,744.16","157,864.00",343.94,United States,New York Stock Exchange Inc.,USD,1,--
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,"54,026,358.75",0.05,"54,026,358.75","294,021.00",183.75,United States,New York Stock Exchange Inc.,USD,1,--
HCA,HCA HEALTHCARE INC,Health Care,Equity,"53,493,598.26",0.05,"53,493,598.26","164,358.00",325.47,United States,New York Stock Exchange Inc.,USD,1,--
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"53,473,739.36",0.05,"53,473,739.36","383,792.00",139.33,United States,New York Stock Exchange Inc.,USD,1,--
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"53,301,546.00",0.05,"53,301,546.00","132,344.00",402.75,United States,New York Stock Exchange Inc.,USD,1,--
PTC,PTC INC,Information Technology,Equity,"50,744,166.83",0.05,"50,744,166.83","254,983.00",199.01,United States,NASDAQ,USD,1,--
ROL,ROLLINS INC,Industrials,Equity,"50,718,745.00",0.05,"50,718,745.00","991,375.00",51.16,United States,New York Stock Exchange Inc.,USD,1,--
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,"50,533,299.40",0.05,"50,533,299.40","156,295.00",323.32,United States,New York Stock Exchange Inc.,USD,1,--
PSTG,PURE STORAGE INC CLASS A,Information Technology,Equity,"50,328,801.75",0.05,"50,328,801.75","951,575.00",52.89,United States,New York Stock Exchange Inc.,USD,1,--
POOL,POOL CORP,Consumer Discretionary,Equity,"49,886,262.72",0.05,"49,886,262.72","132,384.00",376.83,United States,NASDAQ,USD,1,--
WAT,WATERS CORP,Health Care,Equity,"49,389,342.91",0.05,"49,389,342.91","127,763.00",386.57,United States,New York Stock Exchange Inc.,USD,1,--
URI,UNITED RENTALS INC,Industrials,Equity,"48,950,697.60",0.05,"48,950,697.60","57,120.00",856.98,United States,New York Stock Exchange Inc.,USD,1,--
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"48,808,824.44",0.05,"48,808,824.44","39,068.00","1,249.33",United States,New York Stock Exchange Inc.,USD,1,--
MMM,3M,Industrials,Equity,"48,389,512.32",0.05,"48,389,512.32","365,259.00",132.48,United States,New York Stock Exchange Inc.,USD,1,--
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,"48,345,907.20",0.05,"48,345,907.20","163,840.00",295.08,United States,New York Stock Exchange Inc.,USD,1,--
TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary,Equity,"48,147,310.24",0.05,"48,147,310.24","236,759.00",203.36,United States,NASDAQ,USD,1,--
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,"45,869,105.70",0.04,"45,869,105.70","267,630.00",171.39,United States,New York Stock Exchange Inc.,USD,1,--
DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,Equity,"45,402,131.64",0.04,"45,402,131.64","130,601.00",347.64,United States,NASDAQ,USD,1,--
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,"45,095,311.52",0.04,"45,095,311.52","177,968.00",253.39,United States,NASDAQ,USD,1,--
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,"44,785,769.74",0.04,"44,785,769.74","353,786.00",126.59,United States,NASDAQ,USD,1,--
SRPT,SAREPTA THERAPEUTICS INC,Health Care,Equity,"44,303,569.20",0.04,"44,303,569.20","321,180.00",137.94,United States,NASDAQ,USD,1,--
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"43,766,849.00",0.04,"43,766,849.00","529,865.00",82.6,United States,New York Stock Exchange Inc.,USD,1,--
VLTO,VERALTO CORP,Industrials,Equity,"42,620,617.65",0.04,"42,620,617.65","394,745.00",107.97,United States,New York Stock Exchange Inc.,USD,1,--
HEI,HEICO CORP,Industrials,Equity,"42,509,738.02",0.04,"42,509,738.02","156,614.00",271.43,United States,New York Stock Exchange Inc.,USD,1,--
OWL,BLUE OWL CAPITAL INC CLASS A,Financials,Equity,"42,398,620.31",0.04,"42,398,620.31","1,783,703.00",23.77,United States,New York Stock Exchange Inc.,USD,1,--
CDW,CDW CORP,Information Technology,Equity,"42,362,026.00",0.04,"42,362,026.00","239,672.00",176.75,United States,NASDAQ,USD,1,--
BRO,BROWN & BROWN INC,Financials,Equity,"42,277,822.80",0.04,"42,277,822.80","373,479.00",113.2,United States,New York Stock Exchange Inc.,USD,1,--
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"41,804,501.22",0.04,"41,804,501.22","269,898.00",154.89,United States,NASDAQ,USD,1,--
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"40,994,610.52",0.04,"40,994,610.52","1,522,831.00",26.92,United States,New York Stock Exchange Inc.,USD,1,--
